date,gas_spot_ny,gas_spot_gulf,
"Oct 22, 2004",1.385,1.362,
"Oct 29, 2004",1.348,1.313,
"Nov 05, 2004",1.281,1.249,
"Nov 12, 2004",1.255,1.224,
"Nov 19, 2004",1.251,1.22,
"Nov 26, 2004",1.288,1.259,
"Dec 03, 2004",1.186,1.152,
"Dec 10, 2004",1.029,0.984,
"Dec 17, 2004",1.079,1.032,
"Dec 24, 2004",1.095,1.074,
"Dec 31, 2004",1.034,1.017,
"Jan 07, 2005",1.164,1.168,
"Jan 14, 2005",1.224,1.229,
"Jan 21, 2005",1.247,1.261,
"Jan 28, 2005",1.317,1.309,
"Feb 04, 2005",1.255,1.263,
"Feb 11, 2005",1.193,1.207,
"Feb 18, 2005",1.218,1.222,
"Feb 25, 2005",1.245,1.259,
"Mar 04, 2005",1.328,1.331,
"Mar 11, 2005",1.419,1.432,
"Mar 18, 2005",1.445,1.481,
"Mar 25, 2005",1.496,1.534,
"Apr 01, 2005",1.512,1.595,
"Apr 08, 2005",1.524,1.58,
"Apr 15, 2005",1.408,1.468,
"Apr 22, 2005",1.5,1.558,
"Apr 29, 2005",1.464,1.526,
"May 06, 2005",1.385,1.432,
"May 13, 2005",1.376,1.436,
"May 20, 2005",1.348,1.376,
"May 27, 2005",1.367,1.391,
"Jun 03, 2005",1.458,1.472,
"Jun 10, 2005",1.463,1.489,
"Jun 17, 2005",1.509,1.528,
"Jun 24, 2005",1.564,1.574,
"Jul 01, 2005",1.532,1.519,
"Jul 08, 2005",1.653,1.674,
"Jul 15, 2005",1.578,1.608,
"Jul 22, 2005",1.551,1.569,
"Jul 29, 2005",1.6,1.588,
"Aug 05, 2005",1.71,1.718,
"Aug 12, 2005",1.851,1.877,
"Aug 19, 2005",1.891,1.92,
"Aug 26, 2005",1.859,1.834,
"Sep 02, 2005",2.701,2.609,
"Sep 09, 2005",2.157,2.196,
"Sep 16, 2005",1.943,1.848,
"Sep 23, 2005",2.024,2.247,
"Sep 30, 2005",2.165,2.77,
"Oct 07, 2005",1.943,2.181,
"Oct 14, 2005",1.756,1.86,
"Oct 21, 2005",1.634,1.671,
"Oct 28, 2005",1.54,1.553,
"Nov 04, 2005",1.524,1.502,
"Nov 11, 2005",1.486,1.48,
"Nov 18, 2005",1.439,1.416,
"Nov 25, 2005",1.465,1.407,
"Dec 02, 2005",1.484,1.442,
"Dec 09, 2005",1.577,1.575,
"Dec 16, 2005",1.634,1.595,
"Dec 23, 2005",1.563,1.499,
"Dec 30, 2005",1.649,1.616,
"Jan 06, 2006",1.802,1.749,
"Jan 13, 2006",1.73,1.682,
"Jan 20, 2006",1.756,1.718,
"Jan 27, 2006",1.674,1.624,
"Feb 03, 2006",1.645,1.651,
"Feb 10, 2006",1.483,1.524,
"Feb 17, 2006",1.423,1.475,
"Feb 24, 2006",1.517,1.546,
"Mar 03, 2006",1.613,1.68,
"Mar 10, 2006",1.633,1.711,
"Mar 17, 2006",1.804,1.906,
"Mar 24, 2006",1.783,1.815,
"Mar 31, 2006",1.908,1.959,
"Apr 07, 2006",2.002,2.082,
"Apr 14, 2006",2.126,2.17,
"Apr 21, 2006",2.301,2.256,
"Apr 28, 2006",2.109,2.136,
"May 05, 2006",2.11,2.073,
"May 12, 2006",2.091,2.109,
"May 19, 2006",1.962,1.976,
"May 26, 2006",1.997,1.998,
"Jun 02, 2006",2.087,2.112,
"Jun 09, 2006",2.098,2.14,
"Jun 16, 2006",1.984,2.046,
"Jun 23, 2006",2.003,2.07,
"Jun 30, 2006",2.154,2.22,
"Jul 07, 2006",2.216,2.234,
"Jul 14, 2006",2.205,2.239,
"Jul 21, 2006",2.232,2.301,
"Jul 28, 2006",2.277,2.295,
"Aug 04, 2006",2.359,2.303,
"Aug 11, 2006",2.156,2.095,
"Aug 18, 2006",1.99,1.967,
"Aug 25, 2006",1.888,1.873,
"Sep 01, 2006",1.798,1.768,
"Sep 08, 2006",1.649,1.626,
"Sep 15, 2006",1.606,1.568,
"Sep 22, 2006",1.527,1.489,
"Sep 29, 2006",1.524,1.534,
"Oct 06, 2006",1.515,1.52,
"Oct 13, 2006",1.486,1.502,
"Oct 20, 2006",1.49,1.507,
"Oct 27, 2006",1.546,1.531,
"Nov 03, 2006",1.481,1.488,
"Nov 10, 2006",1.566,1.575,
"Nov 17, 2006",1.568,1.536,
"Nov 24, 2006",1.622,1.564,
"Dec 01, 2006",1.697,1.633,
"Dec 08, 2006",1.637,1.587,
"Dec 15, 2006",1.66,1.601,
"Dec 22, 2006",1.747,1.627,
"Dec 29, 2006",1.616,1.548,
"Jan 05, 2007",1.55,1.482,
"Jan 12, 2007",1.418,1.387,
"Jan 19, 2007",1.343,1.327,
"Jan 26, 2007",1.407,1.41,
"Feb 02, 2007",1.476,1.475,
"Feb 09, 2007",1.545,1.529,
"Feb 16, 2007",1.605,1.57,
"Feb 23, 2007",1.729,1.698,
"Mar 02, 2007",1.867,1.808,
"Mar 09, 2007",1.897,1.805,
"Mar 16, 2007",1.908,1.806,
"Mar 23, 2007",1.93,1.852,
"Mar 30, 2007",2.021,1.941,
"Apr 06, 2007",2.04,2.036,
"Apr 13, 2007",2.118,2.185,
"Apr 20, 2007",2.032,2.073,
"Apr 27, 2007",2.181,2.302,
"May 04, 2007",2.206,2.245,
"May 11, 2007",2.22,2.277,
"May 18, 2007",2.317,2.443,
"May 25, 2007",2.292,2.308,
"Jun 01, 2007",2.183,2.224,
"Jun 08, 2007",2.152,2.157,
"Jun 15, 2007",2.142,2.122,
"Jun 22, 2007",2.223,2.178,
"Jun 29, 2007",2.221,2.145,
"Jul 06, 2007",2.238,2.209,
"Jul 13, 2007",2.257,2.27,
"Jul 20, 2007",2.086,2.085,
"Jul 27, 2007",2.019,2.006,
"Aug 03, 2007",2.026,2.001,
"Aug 10, 2007",1.924,1.906,
"Aug 17, 2007",2.05,1.991,
"Aug 24, 2007",1.955,1.911,
"Aug 31, 2007",2.084,2.041,
"Sep 07, 2007",2.069,2.115,
"Sep 14, 2007",2.077,2.085,
"Sep 21, 2007",2.148,2.151,
"Sep 28, 2007",2.107,2.092,
"Oct 05, 2007",2.068,2.02,
"Oct 12, 2007",2.095,2.046,
"Oct 19, 2007",2.216,2.158,
"Oct 26, 2007",2.202,2.158,
"Nov 02, 2007",2.365,2.326,
"Nov 09, 2007",2.474,2.429,
"Nov 16, 2007",2.411,2.353,
"Nov 23, 2007",2.484,2.398,
"Nov 30, 2007",2.34,2.255,
"Dec 07, 2007",2.252,2.186,
"Dec 14, 2007",2.307,2.247,
"Dec 21, 2007",2.308,2.266,
"Dec 28, 2007",2.443,2.396,
"Jan 04, 2008",2.502,2.466,
"Jan 11, 2008",2.375,2.341,
"Jan 18, 2008",2.278,2.237,
"Jan 25, 2008",2.26,2.256,
"Feb 01, 2008",2.281,2.301,
"Feb 08, 2008",2.219,2.245,
"Feb 15, 2008",2.362,2.38,
"Feb 22, 2008",2.527,2.535,
"Feb 29, 2008",2.478,2.532,
"Mar 07, 2008",2.492,2.539,
"Mar 14, 2008",2.561,2.603,
"Mar 21, 2008",2.392,2.493,
"Mar 28, 2008",2.568,2.604,
"Apr 04, 2008",2.515,2.631,
"Apr 11, 2008",2.675,2.694,
"Apr 18, 2008",2.819,2.833,
"Apr 25, 2008",2.912,2.934,
"May 02, 2008",2.837,2.84,
"May 09, 2008",3.018,3.029,
"May 16, 2008",3.067,3.091,
"May 23, 2008",3.209,3.224,
"May 30, 2008",3.241,3.229,
"Jun 06, 2008",3.218,3.225,
"Jun 13, 2008",3.331,3.281,
"Jun 20, 2008",3.296,3.275,
"Jun 27, 2008",3.319,3.342,
"Jul 04, 2008",3.36,3.371,
"Jul 11, 2008",3.295,3.31,
"Jul 18, 2008",3.164,3.175,
"Jul 25, 2008",2.979,2.992,
"Aug 01, 2008",2.99,2.998,
"Aug 08, 2008",2.894,2.945,
"Aug 15, 2008",2.861,2.922,
"Aug 22, 2008",2.884,2.863,
"Aug 29, 2008",2.926,2.998,
"Sep 05, 2008",2.874,2.995,
"Sep 12, 2008",2.938,3.668,
"Sep 19, 2008",2.892,3.282,
"Sep 26, 2008",2.674,2.789,
"Oct 03, 2008",2.394,2.492,
"Oct 10, 2008",2.074,1.992,
"Oct 17, 2008",1.949,1.798,
"Oct 24, 2008",1.804,1.574,
"Oct 31, 2008",1.59,1.408,
"Nov 07, 2008",1.452,1.35,
"Nov 14, 2008",1.313,1.257,
"Nov 21, 2008",1.157,1.063,
"Nov 28, 2008",1.19,1.132,
"Dec 05, 2008",1.027,0.95,
"Dec 12, 2008",0.979,0.943,
"Dec 19, 2008",1.001,0.991,
"Dec 26, 2008",0.842,0.842,
"Jan 02, 2009",0.924,0.944,
"Jan 09, 2009",1.09,1.108,
"Jan 16, 2009",1.137,1.158,
"Jan 23, 2009",1.162,1.143,
"Jan 30, 2009",1.213,1.189,
"Feb 06, 2009",1.251,1.234,
"Feb 13, 2009",1.295,1.273,
"Feb 20, 2009",1.13,1.086,
"Feb 27, 2009",1.169,1.165,
"Mar 06, 2009",1.243,1.238,
"Mar 13, 2009",1.217,1.21,
"Mar 20, 2009",1.299,1.294,
"Mar 27, 2009",1.387,1.408,
"Apr 03, 2009",1.328,1.321,
"Apr 10, 2009",1.383,1.371,
"Apr 17, 2009",1.421,1.384,
"Apr 24, 2009",1.369,1.314,
"May 01, 2009",1.379,1.355,
"May 08, 2009",1.585,1.546,
"May 15, 2009",1.66,1.612,
"May 22, 2009",1.752,1.735,
"May 29, 2009",1.838,1.813,
"Jun 05, 2009",1.89,1.891,
"Jun 12, 2009",1.964,1.952,
"Jun 19, 2009",1.974,1.958,
"Jun 26, 2009",1.812,1.779,
"Jul 03, 2009",1.829,1.784,
"Jul 10, 2009",1.652,1.605,
"Jul 17, 2009",1.651,1.61,
"Jul 24, 2009",1.809,1.773,
"Jul 31, 2009",1.87,1.817,
"Aug 07, 2009",1.987,1.951,
"Aug 14, 2009",1.935,1.904,
"Aug 21, 2009",1.912,1.864,
"Aug 28, 2009",1.907,1.854,
"Sep 04, 2009",1.824,1.767,
"Sep 11, 2009",1.835,1.773,
"Sep 18, 2009",1.835,1.784,
"Sep 25, 2009",1.703,1.683,
"Oct 02, 2009",1.711,1.682,
"Oct 09, 2009",1.781,1.758,
"Oct 16, 2009",1.899,1.867,
"Oct 23, 2009",2.04,1.992,
"Oct 30, 2009",2.042,1.986,
"Nov 06, 2009",1.989,1.94,
"Nov 13, 2009",1.961,1.907,
"Nov 20, 2009",2.001,1.933,
"Nov 27, 2009",1.975,1.915,
"Dec 04, 2009",1.99,1.942,
"Dec 11, 2009",1.859,1.836,
"Dec 18, 2009",1.842,1.818,
"Dec 25, 2009",1.911,1.875,
"Jan 01, 2010",2.031,1.993,
"Jan 08, 2010",2.124,2.101,
"Jan 15, 2010",2.079,2.05,
"Jan 22, 2010",2.01,1.98,
"Jan 29, 2010",1.942,1.917,
"Feb 05, 2010",1.885,1.928,
"Feb 12, 2010",1.908,1.877,
"Feb 19, 2010",2.031,2.012,
"Feb 26, 2010",2.042,2.057,
"Mar 05, 2010",2.127,2.107,
"Mar 12, 2010",2.154,2.158,
"Mar 19, 2010",2.15,2.162,
"Mar 26, 2010",2.118,2.109,
"Apr 02, 2010",2.191,2.168,
"Apr 09, 2010",2.238,2.185,
"Apr 16, 2010",2.205,2.173,
"Apr 23, 2010",2.195,2.181,
"Apr 30, 2010",2.26,2.225,
"May 07, 2010",2.155,2.134,
"May 14, 2010",2.099,2.062,
"May 21, 2010",1.921,1.896,
"May 28, 2010",1.9,1.864,
"Jun 04, 2010",1.945,1.905,
"Jun 11, 2010",1.969,1.916,
"Jun 18, 2010",2.08,2.021,
"Jun 25, 2010",2.054,2.012,
"Jul 02, 2010",1.969,1.947,
"Jul 09, 2010",1.97,1.954,
"Jul 16, 2010",1.988,1.974,
"Jul 23, 2010",2.025,2.003,
"Jul 30, 2010",2.024,1.991,
"Aug 06, 2010",2.098,2.071,
"Aug 13, 2010",1.949,1.935,
"Aug 20, 2010",1.882,1.857,
"Aug 27, 2010",1.859,1.858,
"Sep 03, 2010",1.919,1.913,
"Sep 10, 2010",1.968,1.975,
"Sep 17, 2010",1.978,1.976,
"Sep 24, 2010",1.951,1.921,
"Oct 01, 2010",2.034,1.982,
"Oct 08, 2010",2.193,2.117,
"Oct 15, 2010",2.202,2.112,
"Oct 22, 2010",2.146,2.032,
"Oct 29, 2010",2.122,2.023,
"Nov 05, 2010",2.174,2.082,
"Nov 12, 2010",2.242,2.159,
"Nov 19, 2010",2.287,2.112,
"Nov 26, 2010",2.258,2.094,
"Dec 03, 2010",2.359,2.237,
"Dec 10, 2010",2.349,2.277,
"Dec 17, 2010",2.329,2.256,
"Dec 24, 2010",2.452,2.376,
"Dec 31, 2010",2.43,2.358,
"Jan 07, 2011",2.442,2.387,
"Jan 14, 2011",2.474,2.412,
"Jan 21, 2011",2.464,2.414,
"Jan 28, 2011",2.411,2.352,
"Feb 04, 2011",2.466,2.411,
"Feb 11, 2011",2.471,2.44,
"Feb 18, 2011",2.511,2.489,
"Feb 25, 2011",2.731,2.673,
"Mar 04, 2011",2.864,2.828,
"Mar 11, 2011",2.832,2.851,
"Mar 18, 2011",2.734,2.775,
"Mar 25, 2011",2.846,2.891,
"Apr 01, 2011",2.972,2.958,
"Apr 08, 2011",3.117,3.08,
"Apr 15, 2011",3.133,3.105,
"Apr 22, 2011",3.192,3.133,
"Apr 29, 2011",3.29,3.245,
"May 06, 2011",3.159,3.182,
"May 13, 2011",3.152,3.199,
"May 20, 2011",2.865,2.848,
"May 27, 2011",2.933,2.888,
"Jun 03, 2011",2.924,2.906,
"Jun 10, 2011",2.899,2.849,
"Jun 17, 2011",2.868,2.809,
"Jun 24, 2011",2.739,2.674,
"Jul 01, 2011",2.796,2.771,
"Jul 08, 2011",2.973,2.939,
"Jul 15, 2011",3.043,2.989,
"Jul 22, 2011",3.039,2.99,
"Jul 29, 2011",3.048,2.999,
"Aug 05, 2011",2.889,2.816,
"Aug 12, 2011",2.741,2.673,
"Aug 19, 2011",2.807,2.773,
"Aug 26, 2011",2.862,2.866,
"Sep 02, 2011",2.911,2.92,
"Sep 09, 2011",2.937,2.841,
"Sep 16, 2011",2.794,2.72,
"Sep 23, 2011",2.678,2.583,
"Sep 30, 2011",2.635,2.569,
"Oct 07, 2011",2.71,2.633,
"Oct 14, 2011",2.882,2.777,
"Oct 21, 2011",2.772,2.693,
"Oct 28, 2011",2.744,2.675,
"Nov 04, 2011",2.703,2.621,
"Nov 11, 2011",2.719,2.633,
"Nov 18, 2011",2.577,2.476,
"Nov 25, 2011",2.548,2.453,
"Dec 02, 2011",2.602,2.506,
"Dec 09, 2011",2.636,2.532,
"Dec 16, 2011",2.568,2.483,
"Dec 23, 2011",2.639,2.556,
"Dec 30, 2011",2.698,2.617,
"Jan 06, 2012",2.778,2.709,
"Jan 13, 2012",2.774,2.736,
"Jan 20, 2012",2.831,2.79,
"Jan 27, 2012",2.867,2.827,
"Feb 03, 2012",2.91,2.875,
"Feb 10, 2012",2.988,2.948,
"Feb 17, 2012",3.025,2.988,
"Feb 24, 2012",3.113,3.115,
"Mar 02, 2012",3.174,3.067,
"Mar 09, 2012",3.043,3.104,
"Mar 16, 2012",3.117,3.155,
"Mar 23, 2012",3.219,3.215,
"Mar 30, 2012",3.307,3.24,
"Apr 06, 2012",3.361,3.25,
"Apr 13, 2012",3.278,3.173,
"Apr 20, 2012",3.154,3.059,
"Apr 27, 2012",3.09,2.987,
"May 04, 2012",2.986,2.876,
"May 11, 2012",2.933,2.826,
"May 18, 2012",2.875,2.755,
"May 25, 2012",2.827,2.739,
"Jun 01, 2012",2.714,2.662,
"Jun 08, 2012",2.683,2.584,
"Jun 15, 2012",2.672,2.572,
"Jun 22, 2012",2.535,2.463,
"Jun 29, 2012",2.515,2.433,
"Jul 06, 2012",2.664,2.584,
"Jul 13, 2012",2.769,2.614,
"Jul 20, 2012",2.82,2.703,
"Jul 27, 2012",2.711,2.644,
"Aug 03, 2012",2.837,2.781,
"Aug 10, 2012",2.987,2.907,
"Aug 17, 2012",3.002,2.93,
"Aug 24, 2012",3.041,2.979,
"Aug 31, 2012",3.146,3.139,
"Sep 07, 2012",3.244,3.078,
"Sep 14, 2012",3.335,3.099,
"Sep 21, 2012",3.134,2.98,
"Sep 28, 2012",3.363,2.986,
"Oct 05, 2012",3.234,3.011,
"Oct 12, 2012",3.163,3.035,
"Oct 19, 2012",2.897,2.749,
"Oct 26, 2012",2.717,2.516,
"Nov 02, 2012",2.73,2.453,
"Nov 09, 2012",2.81,2.511,
"Nov 16, 2012",2.921,2.514,
"Nov 23, 2012",2.818,2.589,
"Nov 30, 2012",2.789,2.525,
"Dec 07, 2012",2.681,2.455,
"Dec 14, 2012",2.645,2.344,
"Dec 21, 2012",2.755,2.489,
"Dec 28, 2012",2.827,2.613,
"Jan 04, 2013",2.814,2.643,
"Jan 11, 2013",2.809,2.646,
"Jan 18, 2013",2.77,2.606,
"Jan 25, 2013",2.88,2.669,
"Feb 01, 2013",3.032,2.804,
"Feb 08, 2013",3.057,2.828,
"Feb 15, 2013",3.088,2.967,
"Feb 22, 2013",3.092,3.04,
"Mar 01, 2013",2.992,2.924,
"Mar 08, 2013",2.913,2.888,
"Mar 15, 2013",2.909,2.934,
"Mar 22, 2013",2.875,2.852,
"Mar 29, 2013",2.911,2.886,
"Apr 05, 2013",2.758,2.725,
"Apr 12, 2013",2.677,2.678,
"Apr 19, 2013",2.691,2.658,
"Apr 26, 2013",2.691,2.674,
"May 03, 2013",2.699,2.683,
"May 10, 2013",2.767,2.755,
"May 17, 2013",2.777,2.758,
"May 24, 2013",2.747,2.681,
"May 31, 2013",2.707,2.649,
"Jun 07, 2013",2.752,2.706,
"Jun 14, 2013",2.786,2.752,
"Jun 21, 2013",2.769,2.719,
"Jun 28, 2013",2.655,2.573,
"Jul 05, 2013",2.747,2.663,
"Jul 12, 2013",2.935,2.858,
"Jul 19, 2013",3.015,2.953,
"Jul 26, 2013",2.935,2.88,
"Aug 02, 2013",2.963,2.887,
"Aug 09, 2013",2.866,2.777,
"Aug 16, 2013",2.927,2.858,
"Aug 23, 2013",2.947,2.881,
"Aug 30, 2013",2.982,2.916,
"Sep 06, 2013",2.933,2.761,
"Sep 13, 2013",2.824,2.626,
"Sep 20, 2013",2.769,2.564,
"Sep 27, 2013",2.712,2.515,
"Oct 04, 2013",2.67,2.485,
"Oct 11, 2013",2.706,2.534,
"Oct 18, 2013",2.722,2.571,
"Oct 25, 2013",2.657,2.424,
"Nov 01, 2013",2.654,2.407,
"Nov 08, 2013",2.588,2.297,
"Nov 15, 2013",2.695,2.449,
"Nov 22, 2013",2.725,2.583,
"Nov 29, 2013",2.707,2.509,
"Dec 06, 2013",2.727,2.486,
"Dec 13, 2013",2.665,2.429,
"Dec 20, 2013",2.714,2.512,
"Dec 27, 2013",2.823,2.64,
"Jan 03, 2014",2.753,2.559,
"Jan 10, 2014",2.685,2.55,
"Jan 17, 2014",2.636,2.548,
"Jan 24, 2014",2.687,2.568,
"Jan 31, 2014",2.675,2.546,
"Feb 07, 2014",2.691,2.593,
"Feb 14, 2014",2.798,2.716,
"Feb 21, 2014",2.879,2.712,
"Feb 28, 2014",2.831,2.761,
"Mar 07, 2014",2.809,2.731,
"Mar 14, 2014",2.791,2.726,
"Mar 21, 2014",2.722,2.719,
"Mar 28, 2014",2.699,2.687,
"Apr 04, 2014",2.709,2.716,
"Apr 11, 2014",2.886,2.808,
"Apr 18, 2014",2.971,2.84,
"Apr 25, 2014",3.001,2.836,
"May 02, 2014",2.883,2.761,
"May 09, 2014",2.832,2.698,
"May 16, 2014",2.864,2.75,
"May 23, 2014",2.896,2.813,
"May 30, 2014",2.853,2.81,
"Jun 06, 2014",2.819,2.764,
"Jun 13, 2014",2.882,2.832,
"Jun 20, 2014",2.952,2.917,
"Jun 27, 2014",2.932,2.883,
"Jul 04, 2014",2.887,2.829,
"Jul 11, 2014",2.829,2.745,
"Jul 18, 2014",2.786,2.698,
"Jul 25, 2014",2.782,2.68,
"Aug 01, 2014",2.735,2.63,
"Aug 08, 2014",2.688,2.598,
"Aug 15, 2014",2.685,2.633,
"Aug 22, 2014",2.704,2.666,
"Aug 29, 2014",2.75,2.642,
"Sep 05, 2014",2.748,2.628,
"Sep 12, 2014",2.691,2.555,
"Sep 19, 2014",2.677,2.593,
"Sep 26, 2014",2.762,2.642,
"Oct 03, 2014",2.667,2.565,
"Oct 10, 2014",2.483,2.289,
"Oct 17, 2014",2.331,2.093,
"Oct 24, 2014",2.347,2.056,
"Oct 31, 2014",2.302,2.069,
"Nov 07, 2014",2.213,2.07,
"Nov 14, 2014",2.183,1.994,
"Nov 21, 2014",2.151,1.867,
"Nov 28, 2014",2.102,1.788,
"Dec 05, 2014",1.902,1.64,
"Dec 12, 2014",1.712,1.504,
"Dec 19, 2014",1.607,1.384,
"Dec 26, 2014",1.59,1.238,
"Jan 02, 2015",1.514,1.256,
"Jan 09, 2015",1.376,1.209,
"Jan 16, 2015",1.325,1.226,
"Jan 23, 2015",1.35,1.288,
"Jan 30, 2015",1.377,1.36,
"Feb 06, 2015",1.531,1.52,
"Feb 13, 2015",1.575,1.576,
"Feb 20, 2015",1.604,1.594,
"Feb 27, 2015",1.718,1.718,
"Mar 06, 2015",1.726,1.732,
"Mar 13, 2015",1.628,1.652,
"Mar 20, 2015",1.575,1.656,
"Mar 27, 2015",1.654,1.7,
"Apr 03, 2015",1.633,1.613,
"Apr 10, 2015",1.716,1.634,
"Apr 17, 2015",1.777,1.727,
"Apr 24, 2015",1.847,1.787,
"May 01, 2015",1.924,1.861,
"May 08, 2015",1.922,1.85,
"May 15, 2015",1.937,1.887,
"May 22, 2015",1.96,1.914,
"May 29, 2015",1.93,1.888,
"Jun 05, 2015",1.975,1.918,
"Jun 12, 2015",2.041,1.985,
"Jun 19, 2015",2.049,1.959,
"Jun 26, 2015",1.976,1.918,
"Jul 03, 2015",1.958,1.971,
"Jul 10, 2015",1.952,1.983,
"Jul 17, 2015",1.856,1.859,
"Jul 24, 2015",1.823,1.807,
"Jul 31, 2015",1.747,1.716,
"Aug 07, 2015",1.695,1.642,
"Aug 14, 2015",1.724,1.719,
"Aug 21, 2015",1.593,1.566,
"Aug 28, 2015",1.463,1.388,
"Sep 04, 2015",1.538,1.419,
"Sep 11, 2015",1.49,1.338,
"Sep 18, 2015",1.431,1.308,
"Sep 25, 2015",1.446,1.365,
"Oct 02, 2015",1.418,1.374,
"Oct 09, 2015",1.477,1.426,
"Oct 16, 2015",1.382,1.262,
"Oct 23, 2015",1.337,1.228,
"Oct 30, 2015",1.381,1.28,
"Nov 06, 2015",1.449,1.381,
"Nov 13, 2015",1.372,1.233,
"Nov 20, 2015",1.316,1.151,
"Nov 27, 2015",1.371,1.226,
"Dec 04, 2015",1.365,1.208,
"Dec 11, 2015",1.249,1.187,
"Dec 18, 2015",1.265,1.199,
"Dec 25, 2015",1.245,1.162,
"Jan 01, 2016",1.277,1.152,
"Jan 08, 2016",1.203,1.097,
"Jan 15, 2016",1.083,0.99,
"Jan 22, 2016",1.065,0.962,
"Jan 29, 2016",1.098,1.008,
"Feb 05, 2016",1.058,0.911,
"Feb 12, 2016",0.994,0.883,
"Feb 19, 2016",1.109,0.944,
"Feb 26, 2016",1.073,0.979,
"Mar 04, 2016",1.047,1.016,
"Mar 11, 2016",1.147,1.172,
"Mar 18, 2016",1.181,1.258,
"Mar 25, 2016",1.286,1.327,
"Apr 01, 2016",1.338,1.27,
"Apr 08, 2016",1.346,1.234,
"Apr 15, 2016",1.466,1.335,
"Apr 22, 2016",1.462,1.344,
"Apr 29, 2016",1.545,1.458,
"May 06, 2016",1.492,1.366,
"May 13, 2016",1.505,1.374,
"May 20, 2016",1.622,1.47,
"May 27, 2016",1.626,1.501,
"Jun 03, 2016",1.606,1.523,
"Jun 10, 2016",1.573,1.527,
"Jun 17, 2016",1.45,1.431,
"Jun 24, 2016",1.491,1.501,
"Jul 01, 2016",1.442,1.453,
"Jul 08, 2016",1.373,1.379,
"Jul 15, 2016",1.368,1.361,
"Jul 22, 2016",1.334,1.342,
"Jul 29, 2016",1.32,1.328,
"Aug 05, 2016",1.331,1.348,
"Aug 12, 2016",1.325,1.356,
"Aug 19, 2016",1.441,1.445,
"Aug 26, 2016",1.424,1.532,
"Sep 02, 2016",1.371,1.426,
"Sep 09, 2016",1.413,1.371,
"Sep 16, 2016",1.439,1.394,
"Sep 23, 2016",1.44,1.373,
"Sep 30, 2016",1.486,1.456,
"Oct 07, 2016",1.506,1.517,
"Oct 14, 2016",1.503,1.501,
"Oct 21, 2016",1.549,1.5,
"Oct 28, 2016",1.534,1.454,
"Nov 04, 2016",1.529,1.393,
"Nov 11, 2016",1.459,1.273,
"Nov 18, 2016",1.388,1.23,
"Nov 25, 2016",1.47,1.354,
"Dec 02, 2016",1.529,1.423,
"Dec 09, 2016",1.575,1.489,
"Dec 16, 2016",1.603,1.521,
"Dec 23, 2016",1.655,1.599,
"Dec 30, 2016",1.715,1.683,
"Jan 06, 2017",1.695,1.658,
"Jan 13, 2017",1.628,1.612,
"Jan 20, 2017",1.615,1.576,
"Jan 27, 2017",1.574,1.546,
"Feb 03, 2017",1.563,1.553,
"Feb 10, 2017",1.536,1.546,
"Feb 17, 2017",1.547,1.513,
"Feb 24, 2017",1.533,1.541,
"Mar 03, 2017",1.492,1.532,
"Mar 10, 2017",1.484,1.5,
"Mar 17, 2017",1.454,1.493,
"Mar 24, 2017",1.491,1.519,
"Mar 31, 2017",1.565,1.595,
"Apr 07, 2017",1.636,1.662,
"Apr 14, 2017",1.656,1.677,
"Apr 21, 2017",1.621,1.615,
"Apr 28, 2017",1.533,1.531,
"May 05, 2017",1.46,1.449,
"May 12, 2017",1.486,1.483,
"May 19, 2017",1.569,1.548,
"May 26, 2017",1.61,1.577,
"Jun 02, 2017",1.585,1.54,
"Jun 09, 2017",1.481,1.465,
"Jun 16, 2017",1.415,1.407,
"Jun 23, 2017",1.388,1.394,
"Jun 30, 2017",1.447,1.426,
"Jul 07, 2017",1.494,1.469,
"Jul 14, 2017",1.529,1.491,
"Jul 21, 2017",1.591,1.53,
"Jul 28, 2017",1.61,1.56,
"Aug 04, 2017",1.664,1.627,
"Aug 11, 2017",1.635,1.601,
"Aug 18, 2017",1.609,1.563,
"Aug 25, 2017",1.657,1.603,
"Sep 01, 2017",1.95,1.871,
,,,
